"BehaviorSpace results (NetLogo 7.0.4)","Table version 2.0"
"Tawaf_Ablation_Model.nlogo"
"ablation_stage0_full_density_sweep"
"07/15/2026 15:33:42:001 +0900"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-15","15"
"[run number]","population","base-speed","speed-variation","homogeneous-radius?","avoidance?","density-speed?","sensing-radius","[step]","count turtles","sd-radius","lane-count 0.5 3","overlaps","mean-nn","edge-fraction 0.5","mean-speed"
"5","450","0.8","0.1","true","false","false","3","23","450","2.6130964250037474","3","259","0.5589122881347284","0.0044444444444444444","0.8512379351699998"
"4","450","0.8","0.1","true","false","false","3","25","450","2.5810101377051238","2","244","0.5497121457489085","0","0.84924518599857"
"1","450","0.8","0.1","true","false","false","3","22","450","2.7489733988201723","2","245","0.5635391595734043","0.008888888888888889","0.8493513102584987"
"4","450","0.8","0.1","true","false","false","3","26","450","2.5484751426936585","4","271","0.5521608631276627","0","0.8492451859985696"
"5","450","0.8","0.1","true","false","false","3","24","450","2.579845559226708","4","266","0.5614599290735862","0","0.8512379351700007"
"6","1050","0.8","0.1","true","false","false","3","6","1050","3.2957140673255676","4","849","0.3860921810813971","0.037142857142857144","0.8511160176141808"
"2","450","0.8","0.1","true","false","false","3","23","450","2.6194507859906726","2","234","0.5907128421316391","0.0044444444444444444","0.8502828740653358"
"3","450","0.8","0.1","true","false","false","3","22","450","2.621112388595942","5","243","0.5756427674358988","0.006666666666666667","0.8480931355245558"
"5","450","0.8","0.1","true","false","false","3","25","450","2.547026528170225","4","251","0.5593740899782538","0","0.8512379351700001"
"1","450","0.8","0.1","true","false","false","3","23","450","2.7119366546504997","3","243","0.5630229455670646","0.008888888888888889","0.8493513102584982"
"4","450","0.8","0.1","true","false","false","3","27","450","2.515695761898001","4","267","0.5511119425805203","0","0.8492451859985695"
"3","450","0.8","0.1","true","false","false","3","23","450","2.58524305197556","4","241","0.5651096373549632","0.0044444444444444444","0.8480931355245558"
"5","450","0.8","0.1","true","false","false","3","26","450","2.5136682769206535","4","247","0.5564049789191036","0","0.8512379351700003"
"1","450","0.8","0.1","true","false","false","3","24","450","2.676957169070721","5","257","0.5645515304394798","0","0.8493513102584982"
