"BehaviorSpace results (NetLogo 7.0.4)","Table version 2.0"
"Tawaf_Ablation_Model.nlogo"
"ablation_stage1_full_density_sweep"
"07/15/2026 17:05:41:418 +0900"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-15","15"
"[run number]","population","base-speed","speed-variation","homogeneous-radius?","avoidance?","density-speed?","sensing-radius","[step]","count turtles","sd-radius","lane-count 0.5 3","overlaps","mean-nn","edge-fraction 0.5","mean-speed"
"6","1050","0.8","0.1","false","false","false","3","2","1050","3.4030628303158657","4","825","0.3958803929625364","0.07809523809523809","0.8491206550499012"
"4","450","0.8","0.1","false","false","false","3","8","450","3.1460982832590445","7","209","0.6167161373252931","0.044444444444444446","0.8493720411428928"
"5","450","0.8","0.1","false","false","false","3","11","450","2.9978426621201058","4","236","0.583855522944504","0.02666666666666667","0.8479235662406301"
"1","450","0.8","0.1","false","false","false","3","8","450","3.2463822682656573","4","263","0.5545932866387829","0.028888888888888888","0.8486286720026271"
"2","450","0.8","0.1","false","false","false","3","7","450","3.318499748695807","3","237","0.6029272981100476","0.03333333333333333","0.851560793241289"
"3","450","0.8","0.1","false","false","false","3","10","450","3.093923720833671","4","239","0.6115543580405615","0.024444444444444446","0.8489939174494288"
"4","450","0.8","0.1","false","false","false","3","9","450","3.1115642010119866","4","217","0.6127134064374665","0.03777777777777778","0.849372041142893"
"5","450","0.8","0.1","false","false","false","3","12","450","2.9627338258241696","4","235","0.5898385282740092","0.024444444444444446","0.8479235662406305"
"1","450","0.8","0.1","false","false","false","3","9","450","3.2109765937772146","3","248","0.5606551998228209","0.02666666666666667","0.8486286720026283"
"2","450","0.8","0.1","false","false","false","3","8","450","3.2822747863076427","5","219","0.6099267466707802","0.03111111111111111","0.8515607932412874"
"4","450","0.8","0.1","false","false","false","3","10","450","3.077985431820621","3","234","0.6103797870882673","0.03777777777777778","0.8493720411428928"
"3","450","0.8","0.1","false","false","false","3","11","450","3.0584755447898035","2","227","0.6049948681148667","0.02","0.8489939174494295"
"1","450","0.8","0.1","false","false","false","3","10","450","3.1763060798655713","4","255","0.5660471684579024","0.024444444444444446","0.848628672002628"
"5","450","0.8","0.1","false","false","false","3","13","450","2.928442721789995","4","232","0.5910592468375907","0.02","0.8479235662406298"
"2","450","0.8","0.1","false","false","false","3","9","450","3.246786636880638","4","219","0.6098966981810194","0.03111111111111111","0.8515607932412883"
"4","450","0.8","0.1","false","false","false","3","11","450","3.045493978493533","5","226","0.6118862093817233","0.03333333333333333","0.8493720411428924"
"2","450","0.8","0.1","false","false","false","3","10","450","3.212723788775356","5","235","0.6039256885862834","0.028888888888888888","0.8515607932412887"
"3","450","0.8","0.1","false","false","false","3","12","450","3.025905030061156","2","231","0.5976297164006863","0.015555555555555555","0.8489939174494292"
"1","450","0.8","0.1","false","false","false","3","11","450","3.1402715361363547","2","252","0.572255418331157","0.024444444444444446","0.8486286720026281"
"2","450","0.8","0.1","false","false","false","3","11","450","3.1783538479873807","6","244","0.6001374539287019","0.028888888888888888","0.8515607932412882"
"4","450","0.8","0.1","false","false","false","3","12","450","3.0119597212178078","3","217","0.6197634164295199","0.03111111111111111","0.8493720411428929"
"5","450","0.8","0.1","false","false","false","3","14","450","2.893144121906404","4","255","0.588082982316708","0.017777777777777778","0.8479235662406309"
"3","450","0.8","0.1","false","false","false","3","13","450","2.9929556466020744","4","242","0.5951172983611009","0.015555555555555555","0.8489939174494291"
"1","450","0.8","0.1","false","false","false","3","12","450","3.104794134013766","3","241","0.5817915869799809","0.022222222222222223","0.8486286720026284"
"6","1050","0.8","0.1","false","false","false","3","3","1050","3.368792277458195","4","844","0.39819412005034166","0.05714285714285714","0.8491206550499018"
"2","450","0.8","0.1","false","false","false","3","12","450","3.1428516378913485","5","217","0.6013912631950654","0.02666666666666667","0.8515607932412881"
"3","450","0.8","0.1","false","false","false","3","14","450","2.956094176858175","4","241","0.5960850693206122","0.015555555555555555","0.8489939174494286"
"4","450","0.8","0.1","false","false","false","3","13","450","2.9791318795460184","5","225","0.6328879616277476","0.028888888888888888","0.8493720411428928"
"5","450","0.8","0.1","false","false","false","3","15","450","2.8606107803577405","5","236","0.5895382399560051","0.015555555555555555","0.8479235662406303"
"3","450","0.8","0.1","false","false","false","3","15","450","2.9222637382936707","4","223","0.5941624816071384","0.011111111111111112","0.848993917449429"
"5","450","0.8","0.1","false","false","false","3","16","450","2.8266406188944373","5","228","0.5888055605088157","0.013333333333333334","0.8479235662406309"
"2","450","0.8","0.1","false","false","false","3","13","450","3.1068732551852936","0","237","0.6005414963367137","0.024444444444444446","0.8515607932412879"
"1","450","0.8","0.1","false","false","false","3","13","450","3.070539766461281","1","243","0.5903207057716279","0.02","0.848628672002628"
"3","450","0.8","0.1","false","false","false","3","16","450","2.8878036388742996","5","230","0.5901978090737976","0.011111111111111112","0.8489939174494292"
"5","450","0.8","0.1","false","false","false","3","17","450","2.7943764626926777","4","232","0.5870289996173542","0.011111111111111112","0.8479235662406307"
"4","450","0.8","0.1","false","false","false","3","14","450","2.9465249973071534","4","206","0.6382922320729281","0.028888888888888888","0.8493720411428933"
"1","450","0.8","0.1","false","false","false","3","14","450","3.034735797965376","1","236","0.5947268673096144","0.015555555555555555","0.8486286720026277"
"2","450","0.8","0.1","false","false","false","3","14","450","3.0712707788962694","0","223","0.5986847929866799","0.022222222222222223","0.8515607932412887"
"3","450","0.8","0.1","false","false","false","3","17","450","2.855791695473506","5","237","0.5939026963927825","0.011111111111111112","0.848993917449429"
"5","450","0.8","0.1","false","false","false","3","18","450","2.7611237743156423","6","243","0.5817877909265139","0.006666666666666667","0.847923566240631"
"4","450","0.8","0.1","false","false","false","3","15","450","2.911880186120508","4","232","0.6353563795382335","0.02","0.849372041142893"
"3","450","0.8","0.1","false","false","false","3","18","450","2.8226430007211816","4","225","0.5967448035359127","0.006666666666666667","0.8489939174494286"
"4","450","0.8","0.1","false","false","false","3","16","450","2.8795969218161575","4","219","0.6316164591943564","0.015555555555555555","0.849372041142893"
"5","450","0.8","0.1","false","false","false","3","19","450","2.727171628922618","5","253","0.5801126216003059","0.006666666666666667","0.8479235662406306"
"3","450","0.8","0.1","false","false","false","3","19","450","2.7906289474129213","5","237","0.5937440456442855","0.0044444444444444444","0.8489939174494292"
"1","450","0.8","0.1","false","false","false","3","15","450","2.998883841207926","1","226","0.5939686977834931","0.015555555555555555","0.8486286720026275"
"2","450","0.8","0.1","false","false","false","3","15","450","3.0366371171135835","4","225","0.5960931942489458","0.02","0.8515607932412882"
"4","450","0.8","0.1","false","false","false","3","17","450","2.847406185200774","2","222","0.6208552236682398","0.008888888888888889","0.8493720411428934"
"3","450","0.8","0.1","false","false","false","3","20","450","2.7577980612974082","3","247","0.5869122130440169","0.0022222222222222222","0.8489939174494294"
"6","1050","0.8","0.1","false","false","false","3","4","1050","3.331098463655101","3","839","0.39706765434859137","0.049523809523809526","0.8491206550499013"
"1","450","0.8","0.1","false","false","false","3","16","450","2.9645472223142177","1","245","0.5925480698799368","0.011111111111111112","0.8486286720026275"
"4","450","0.8","0.1","false","false","false","3","18","450","2.813434579597991","3","237","0.6146315020312851","0.008888888888888889","0.8493720411428923"
"2","450","0.8","0.1","false","false","false","3","16","450","3.0036867611140434","3","224","0.5970436579568329","0.015555555555555555","0.8515607932412889"
"3","450","0.8","0.1","false","false","false","3","21","450","2.7252175434942467","5","249","0.5832025414477736","0.0022222222222222222","0.848993917449429"
"1","450","0.8","0.1","false","false","false","3","17","450","2.9295514354423746","2","240","0.5911610661162985","0.011111111111111112","0.8486286720026273"
"5","450","0.8","0.1","false","false","false","3","20","450","2.6951381164531436","5","222","0.5822416177596967","0.0044444444444444444","0.847923566240631"
"4","450","0.8","0.1","false","false","false","3","19","450","2.7816674824146905","2","231","0.6095930429704279","0.006666666666666667","0.8493720411428929"
"2","450","0.8","0.1","false","false","false","3","17","450","2.967506463690543","1","225","0.5976774594463456","0.013333333333333334","0.8515607932412883"
"3","450","0.8","0.1","false","false","false","3","22","450","2.6929956721736747","5","240","0.575504817630521","0.0022222222222222222","0.8489939174494294"
"4","450","0.8","0.1","false","false","false","3","20","450","2.7507110215770894","4","240","0.6019147622892016","0.0044444444444444444","0.8493720411428932"
"1","450","0.8","0.1","false","false","false","3","18","450","2.896861605239183","1","245","0.5904739850076404","0.0044444444444444444","0.8486286720026279"
"5","450","0.8","0.1","false","false","false","3","21","450","2.6615771630333542","3","231","0.5828264556316598","0.0022222222222222222","0.8479235662406307"
"3","450","0.8","0.1","false","false","false","3","23","450","2.660376195101988","2","239","0.5731642003486966","0.0022222222222222222","0.8489939174494293"
"2","450","0.8","0.1","false","false","false","3","18","450","2.9322058751221167","2","239","0.5933690930047484","0.011111111111111112","0.851560793241288"
"4","450","0.8","0.1","false","false","false","3","21","450","2.720299616091235","3","217","0.5984818702968222","0.0044444444444444444","0.8493720411428932"
"3","450","0.8","0.1","false","false","false","3","24","450","2.630253575379529","3","240","0.5756377960523428","0","0.848993917449429"
"2","450","0.8","0.1","false","false","false","3","19","450","2.8993569593460444","2","225","0.590097825839093","0.011111111111111112","0.8515607932412881"
"5","450","0.8","0.1","false","false","false","3","22","450","2.629226949309056","6","261","0.5814846596663796","0.0022222222222222222","0.847923566240631"
"3","450","0.8","0.1","false","false","false","3","25","450","2.5999361912243564","4","247","0.5786362825919787","0","0.8489939174494286"
"4","450","0.8","0.1","false","false","false","3","22","450","2.690671661487863","2","234","0.5913636256233414","0.0044444444444444444","0.8493720411428936"
"1","450","0.8","0.1","false","false","false","3","19","450","2.864930178148797","1","249","0.5932829966787386","0.0044444444444444444","0.8486286720026285"
"5","450","0.8","0.1","false","false","false","3","23","450","2.5990537130460227","5","238","0.5802724906490091","0.0022222222222222222","0.8479235662406301"
"3","450","0.8","0.1","false","false","false","3","26","450","2.570048182307593","4","238","0.5811083279217804","0","0.848993917449429"
"2","450","0.8","0.1","false","false","false","3","20","450","2.867674534297658","1","257","0.5826351549705174","0.008888888888888889","0.8515607932412881"
"5","450","0.8","0.1","false","false","false","3","24","450","2.5690750024725446","3","240","0.5813627975760234","0.0022222222222222222","0.8479235662406311"
"4","450","0.8","0.1","false","false","false","3","23","450","2.6610889401530073","1","253","0.5868468596325384","0.0044444444444444444","0.8493720411428932"
"3","450","0.8","0.1","false","false","false","3","27","450","2.542305379394164","6","233","0.5793754568425602","0","0.8489939174494294"
"5","450","0.8","0.1","false","false","false","3","25","450","2.5397289901974505","2","238","0.5821930098942266","0.0022222222222222222","0.847923566240631"
"4","450","0.8","0.1","false","false","false","3","24","450","2.6327299036466774","2","244","0.5790446633855374","0.0044444444444444444","0.8493720411428929"
"3","450","0.8","0.1","false","false","false","3","28","450","2.512568409306038","4","246","0.5744866108834081","0","0.8489939174494278"
"2","450","0.8","0.1","false","false","false","3","21","450","2.8360241736702405","1","241","0.5766616147157478","0.008888888888888889","0.8515607932412881"
"1","450","0.8","0.1","false","false","false","3","20","450","2.833698606124421","1","253","0.5945795603322748","0.0044444444444444444","0.8486286720026274"
"5","450","0.8","0.1","false","false","false","3","26","450","2.512611054544326","2","256","0.5787062159755934","0.0022222222222222222","0.8479235662406296"
"4","450","0.8","0.1","false","false","false","3","25","450","2.6039584587438704","2","249","0.5760545339408328","0.0044444444444444444","0.8493720411428927"
"2","450","0.8","0.1","false","false","false","3","22","450","2.8052153507312125","3","233","0.5781418400954141","0.006666666666666667","0.851560793241288"
"6","1050","0.8","0.1","false","false","false","3","5","1050","3.2943816026112493","7","827","0.39568881827332597","0.047619047619047616","0.8491206550499026"
"3","450","0.8","0.1","false","false","false","3","29","450","2.4854712009361433","3","233","0.5660885915271094","0","0.8489939174494294"
"4","450","0.8","0.1","false","false","false","3","26","450","2.575636953962298","3","256","0.5753116201759967","0.0044444444444444444","0.8493720411428939"
"1","450","0.8","0.1","false","false","false","3","21","450","2.8019863838164176","2","250","0.5912340901304035","0.0044444444444444444","0.8486286720026277"
"2","450","0.8","0.1","false","false","false","3","23","450","2.7720538304020974","2","246","0.5797010817446231","0.0022222222222222222","0.8515607932412887"
"5","450","0.8","0.1","false","false","false","3","27","450","2.4864612629412712","3","261","0.572944127443726","0.0022222222222222222","0.8479235662406305"
"4","450","0.8","0.1","false","false","false","3","27","450","2.5491975473584283","2","258","0.5729283407756782","0.0022222222222222222","0.8493720411428932"
"2","450","0.8","0.1","false","false","false","3","24","450","2.7389667141210134","2","227","0.5757316859193674","0.0022222222222222222","0.8515607932412873"
"3","450","0.8","0.1","false","false","false","3","30","450","2.4592739549463487","2","275","0.557164539549412","0","0.8489939174494291"
"1","450","0.8","0.1","false","false","false","3","22","450","2.7715011406456656","4","241","0.5839745620421004","0.0044444444444444444","0.8486286720026279"
"5","450","0.8","0.1","false","false","false","3","28","450","2.459984577049269","2","240","0.5638217470773838","0.0022222222222222222","0.8479235662406307"
"4","450","0.8","0.1","false","false","false","3","28","450","2.523656373159216","2","236","0.570374311063707","0.0022222222222222222","0.849372041142893"
"2","450","0.8","0.1","false","false","false","3","25","450","2.7083610402969627","0","241","0.5722065236385717","0.0022222222222222222","0.8515607932412884"
"1","450","0.8","0.1","false","false","false","3","23","450","2.7413311505384255","3","252","0.5783795627916558","0.0044444444444444444","0.8486286720026275"
"3","450","0.8","0.1","false","false","false","3","31","450","2.4346775491652224","3","268","0.5520772871990425","0","0.8489939174494294"
"5","450","0.8","0.1","false","false","false","3","29","450","2.4333381470110123","2","244","0.5567502798176557","0","0.8479235662406311"
"3","450","0.8","0.1","false","false","false","3","32","450","2.410422658714199","3","254","0.5480447923538009","0","0.8489939174494293"
"1","450","0.8","0.1","false","false","false","3","24","450","2.7115794967845335","3","243","0.5743789319149547","0.0044444444444444444","0.8486286720026281"
"4","450","0.8","0.1","false","false","false","3","29","450","2.4963520759135003","2","242","0.5731532085868004","0.0022222222222222222","0.849372041142893"
"2","450","0.8","0.1","false","false","false","3","26","450","2.678341546084069","2","238","0.5710327618804518","0.0022222222222222222","0.8515607932412872"
"3","450","0.8","0.1","false","false","false","3","33","450","2.385520189245269","4","253","0.5440166058050748","0","0.8489939174494299"
"5","450","0.8","0.1","false","false","false","3","30","450","2.4050231447499595","1","258","0.5492036111145314","0","0.8479235662406305"
"3","450","0.8","0.1","false","false","false","3","34","450","2.3636139124281716","3","252","0.5406896744555701","0","0.8489939174494286"
"4","450","0.8","0.1","false","false","false","3","30","450","2.4709771729181074","2","242","0.5755614163694202","0.0022222222222222222","0.8493720411428926"
"2","450","0.8","0.1","false","false","false","3","27","450","2.6499490596621493","2","241","0.5692787244657053","0.0022222222222222222","0.8515607932412884"
"3","450","0.8","0.1","false","false","false","3","35","450","2.3407124322336945","2","261","0.5432293789752762","0","0.8489939174494292"
"1","450","0.8","0.1","false","false","false","3","25","450","2.6835678339500104","3","234","0.5737069133380677","0.0044444444444444444","0.8486286720026276"
"5","450","0.8","0.1","false","false","false","3","31","450","2.380056588682419","3","266","0.5455011211286627","0","0.8479235662406303"
"2","450","0.8","0.1","false","false","false","3","28","450","2.6217909537018436","3","256","0.5609590150790558","0.0022222222222222222","0.8515607932412885"
"3","450","0.8","0.1","false","false","false","3","36","450","2.3185275763481594","2","254","0.5458132020025032","0","0.8489939174494292"
"4","450","0.8","0.1","false","false","false","3","31","450","2.445944945903972","0","248","0.5735435892983164","0","0.8493720411428937"
"2","450","0.8","0.1","false","false","false","3","29","450","2.59395582761221","3","262","0.5514386901544648","0","0.8515607932412881"
"1","450","0.8","0.1","false","false","false","3","26","450","2.654352606618878","4","238","0.5739206569374926","0.0044444444444444444","0.8486286720026277"
"5","450","0.8","0.1","false","false","false","3","32","450","2.355935557673197","3","244","0.5484358153366807","0","0.8479235662406308"
"3","450","0.8","0.1","false","false","false","3","37","450","2.298131836712338","3","273","0.549728401609726","0","0.8489939174494285"
"6","1050","0.8","0.1","false","false","false","3","6","1050","3.2609708837687754","5","841","0.3932100756712278","0.04666666666666667","0.8491206550499001"
"4","450","0.8","0.1","false","false","false","3","32","450","2.4216751362639384","2","231","0.5720431663951214","0","0.8493720411428927"
"3","450","0.8","0.1","false","false","false","3","38","450","2.2759313977766777","4","250","0.5507159531852459","0","0.8489939174494293"
"2","450","0.8","0.1","false","false","false","3","30","450","2.5668211904821985","1","253","0.5494072961960098","0","0.8515607932412879"
"1","450","0.8","0.1","false","false","false","3","27","450","2.625418140508301","1","243","0.5746999628916851","0.0022222222222222222","0.8486286720026281"
"5","450","0.8","0.1","false","false","false","3","33","450","2.332841106392772","2","244","0.5519412756235342","0","0.8479235662406309"
"3","450","0.8","0.1","false","false","false","3","39","450","2.2560240840671577","4","251","0.550059801434614","0","0.8489939174494294"
"4","450","0.8","0.1","false","false","false","3","33","450","2.397987655882991","3","249","0.5749659991376023","0","0.849372041142893"
"5","450","0.8","0.1","false","false","false","3","34","450","2.3096775523460913","3","244","0.5538125116445545","0","0.8479235662406301"
"3","450","0.8","0.1","false","false","false","3","40","450","2.236996540954729","3","263","0.5486850655040314","0","0.8489939174494293"
"2","450","0.8","0.1","false","false","false","3","31","450","2.5391463663463356","2","242","0.553563486049944","0","0.8515607932412884"
"1","450","0.8","0.1","false","false","false","3","28","450","2.5973641172299","4","233","0.5795512382406897","0.0022222222222222222","0.8486286720026275"
"3","450","0.8","0.1","false","false","false","3","41","450","2.216582762133744","4","257","0.5486246060812844","0","0.8489939174494295"
"5","450","0.8","0.1","false","false","false","3","35","450","2.287864821523861","2","247","0.5569469039936789","0","0.8479235662406305"
"4","450","0.8","0.1","false","false","false","3","34","450","2.375149562792632","3","268","0.5790237929805997","0","0.8493720411428934"
"3","450","0.8","0.1","false","false","false","3","42","450","2.1976673392688015","3","258","0.5450646133315703","0","0.8489939174494292"
"4","450","0.8","0.1","false","false","false","3","35","450","2.353245355194923","2","242","0.5793376648752083","0","0.849372041142893"
"3","450","0.8","0.1","false","false","false","3","43","450","2.1803862191955337","3","261","0.5421974497827763","0","0.8489939174494285"
"3","450","0.8","0.1","false","false","false","3","44","450","2.1640471818160627","4","269","0.5396076954851579","0","0.8489939174494294"
"5","450","0.8","0.1","false","false","false","3","36","450","2.265044673336738","2","271","0.5618004672052946","0","0.8479235662406307"
"4","450","0.8","0.1","false","false","false","3","36","450","2.331271812603341","1","256","0.5739784612609772","0","0.8493720411428932"
"2","450","0.8","0.1","false","false","false","3","32","450","2.5140116249746147","1","249","0.5571728130277468","0","0.8515607932412884"
"1","450","0.8","0.1","false","false","false","3","29","450","2.571065325511933","3","239","0.5837460372792677","0.0022222222222222222","0.8486286720026276"
"3","450","0.8","0.1","false","false","false","3","45","450","2.1481485814919097","1","271","0.5396326131213925","0","0.8489939174494286"
"4","450","0.8","0.1","false","false","false","3","37","450","2.3084473604529068","2","267","0.5657503535761832","0","0.8493720411428936"
"5","450","0.8","0.1","false","false","false","3","37","450","2.242197098861395","4","255","0.5674627915998768","0","0.8479235662406305"
"4","450","0.8","0.1","false","false","false","3","38","450","2.2878947225540482","2","249","0.559261628794971","0","0.8493720411428932"
"1","450","0.8","0.1","false","false","false","3","30","450","2.543055925182507","1","246","0.5846084922634205","0.0022222222222222222","0.848628672002628"
"5","450","0.8","0.1","false","false","false","3","38","450","2.2210959757080717","3","236","0.5707887924666979","0","0.8479235662406311"
"4","450","0.8","0.1","false","false","false","3","39","450","2.2680360653469456","1","248","0.5601458471941757","0","0.8493720411428928"
"2","450","0.8","0.1","false","false","false","3","33","450","2.4890933325147286","2","250","0.5624237255795823","0","0.8515607932412879"
"5","450","0.8","0.1","false","false","false","3","39","450","2.2014725284289964","2","246","0.5728232188817813","0","0.8479235662406303"
"4","450","0.8","0.1","false","false","false","3","40","450","2.249104401129378","2","246","0.5604134848161996","0","0.8493720411428924"
"6","1050","0.8","0.1","false","false","false","3","7","1050","3.227390009678793","6","836","0.3934662663717141","0.04285714285714286","0.8491206550499019"
"2","450","0.8","0.1","false","false","false","3","34","450","2.4638137338352912","1","246","0.5677708724950661","0","0.8515607932412883"
"5","450","0.8","0.1","false","false","false","3","40","450","2.1808818025000054","3","250","0.5716349866438605","0","0.847923566240631"
"4","450","0.8","0.1","false","false","false","3","41","450","2.2310346229966354","2","246","0.5638388829664992","0","0.8493720411428928"
"2","450","0.8","0.1","false","false","false","3","35","450","2.44063958677446","2","247","0.5714365782613219","0","0.8515607932412876"
"3","450","0.8","0.1","false","false","false","3","46","450","2.133064272629516","3","276","0.5384742395977424","0","0.8489939174494288"
"5","450","0.8","0.1","false","false","false","3","41","450","2.162187291235409","3","253","0.5707554408974103","0","0.8479235662406303"
"2","450","0.8","0.1","false","false","false","3","36","450","2.4174750047977156","2","237","0.5731114966443895","0","0.8515607932412883"
"4","450","0.8","0.1","false","false","false","3","42","450","2.2130787785297295","2","254","0.5689621204981138","0","0.8493720411428929"
"1","450","0.8","0.1","false","false","false","3","31","450","2.5174599589352376","2","236","0.5885323209063127","0.0022222222222222222","0.8486286720026283"
"5","450","0.8","0.1","false","false","false","3","42","450","2.1427857206814913","3","252","0.5699694245443346","0","0.8479235662406305"
"2","450","0.8","0.1","false","false","false","3","37","450","2.3951011891421268","5","250","0.575433933748542","0","0.8515607932412884"
"3","450","0.8","0.1","false","false","false","3","47","450","2.1187534540126443","3","256","0.5367760532049769","0","0.848993917449429"
